ratings,comments
5,Heavy quality..  Quality are awsome but strap can be more wider. Buts its ok at this price point with this big brand name.. its a heavy watch . Perfect for formal and casual also. Love it 😊  
5,"Amazing ⌚, good looking and stylish.  "
4,Nice look and design  
5,Good  
4,it's bit bigger size  
5,It's genuine Titan watch.  very good in quality and looks very good  
5,mind blowing watch value of money  
4,Loved it  
4,Nice 👍  
4,"It's a good quality watch, awesome 😎  "
5,It Is Fantastic. GOOD design is so good. Features are also very good. The second one look like Mi Band  
5,Interesting packing And nice watch and best feature s thank you Flipkart 🙂🙂  
3,Nice  
4,Awesome  
5,Supper  
4,It's good  
5,Best one👌🖤  
5,Very good product😍😍😍😍😍  
5,Outstanding and beautiful  
5,Nice watch  
5,good  
5,Thanks to flipkart  
4,Awesome  
4,It's good  
4,Good  
5,Nice product  
4,Nice  
5,Super design and super look  
5,I am feeling good  
1,Worst products  
5,Super  
5,It is a good product but other small watch not same with the picture.  
5,This watch is so good  
5,Its very nice  
5,I love it and it is useful also ♥️♥️♥️  
4,Nice design  Good looking  
3,Must buy  
5,product and service good  
4,"classic,  I think it is more suitable for middle age persons ,not for youngsters  otherwise product is good and light in weight  dial is little small in my opinion but it's good  "
5,Nice  
5,Value for money  
5,It was very very nice.  
5,Simply Awesome.  
5,Awesome product  
5,Good  
5,best in this range  
5,Very good product  
4,"Quality-wise it's best,  but the watch is old fashioned and the size is not as mentioned (originally the dial is bit small)  otherwise, it's okay  "
5,Watch felt premium and wrist hugging.  
5,good quality and design  
5,"Very nice and light weight watch at this price range. Dial size of watch is perfect, Working fine..  Thanks Flipkart and Casio for this great watch.  "
4,"It is good watch. Most of us will have to get our watch chain adjusted, as it is very long.  I got this watch @ 865 RS only  "
5,SUPER WATCH  
5,casio is known for its elegance and quality. its quite decent watch can be used for formal and casual styles as well. recieved a guarantee card too along with  
5,Packing and delivery service was good.on sight the product is really good.I Don't know how much the product efficiency in this price.It is all about its further usage.But generally it is a good product.  
5,Good product  
5,This watch delivered in good condition within 2 days. Quality and looks also good of watch  
5,Good quality  
5,Nice watch I am buying 663 nice watch in thos price  
4,Aboardable to brand new watch  
5,Very good product with very reasonable price at Big billion days offer.  Quality of product super.👌🤗  Thank flipkart.  
5,The watch is really good on its price level compared to other watch's and the brand is also has a nice reputation  
4,"A very nice watch , and good quality machine but look is old  "
5,very nice product. Price is very low. quality is very high.  
5,Best quality and butifull product  
5,I have gifted this watch to my dad. hi is very happy .  suitable for ages above 45 years .  
1,The dial is way to small.  It says 37mm but it's not.  It looks like old people's watch.  Do not buy.  The lock is way too tight.  
4,"Good watch with a nice box and good packaging..the strap was little hard in beginning but it become softer as u wear it..check out the pics which i uploaded. Delivery Boy(eKart)- Umar_starwalk(Delivered on time,Nice!)  "
4,great quality great looks great fit all at great price  
5,Thank you flip kart for such a good packaging and the product was awesome and price is also good and I loved this product and dilevery was very fast.👍  
5,This product is really very very impressive and I really liked it. In this range it is made of very good quality and the look is also a premium one. I will really suggest everyone to buy this.  
5,"The best services with assured products... it's really worth it..And as usual the services is on time ... Now about the watch ,I am very much satisfied with the best stunning finishing of silver coated texture of this watch this make it classic and the silver coated texture sometimes looks like a lead colour which is more likable to me... well it's depend on the incident of light and it's intensity....  it has beautiful designed... its extra feature makes its more worthable such as its date...  "
5,nice quality  
5,Good product  
5,It's a good product.  It's value for money  
4,Very nice  
4,Nice product..  
3,It is good looking and quality is also good for this affordable prize  
5,Good product best quality very good item  
4,Very nice  
3,Dialer thickness is a little more... Dialer should have been thinner... everything else is fine  
4,Nice product..  
5,"I am extremely very very happy, it's always been a pleasure to shop from Flipkart. Very good quality n designs n features 👍👍👌👌🤩🤩👏👏😘😘😘👈👈🎉🎉🤩🤩🤩🤩💓💓💓  "
5,Amazing product.....  
3,best watch.....  
5,nice watch  
5,Value for money  
5,"Desine Is Best,Good Product, Waterproof is not available this watch but best hand watch ,date & day show is available awesome  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍  "
5,Packing is too gd.. I'm love it. Nd product just awesome cool looks..  
5,Good 👍  
5,good looking and exactly as shown here  happy with the order  
5,Very good product 👍  
4,Good looking  
5,Very awesome product I am so happy I gifted someone special he is very happy ❤  
5,Nice watch  
5,Awesome 👍 value for money 💰💸  
4,Nice 👍💕  
5,It's an amazing watch..... Worth of money... loved it  
5,Super  
5,It is Best 👍😁  
3,Not water resistance  
4,Nice product and good look  
5,Nice products  
5,Nice product.  
5,Best  
1,"Major issue with design. I don't know how they make such silly mistake. The designed it like you can change date or day just by doing a single press of the button. The issue is the button presses accidentally many times so whenever you see to date and day, it will be inaccurate every single time. I love the design and all the look and feel but its now irritating for me. It's good if they lock the button.  "
5,Good product  
5,Super  
5,"So elegant, so beautiful, just looking like a Woow!.  I got it for a super duper offer price of Rs. 4200/- and the watch feels so good on your hands. Good for amateur watch hobbyist. Good for something to start with.  "
5,Good Quality Watch. Thank you Titan.  
5,Really nice 😊  
4,Watch dial is very classic but strap feel is not so great.. over all watch is good but price is high  
5,good  
4,Good watch  
5,Superb  
3,Only reason to give less rating is bad marketing.  It is not a size of 10 rupees coin as shown.  It is bigger than than that.  Design and look are top class 4.5/5 star watch  
5,Amazing experience by Titan  
4,It was nice . It felt classy and elegant. It was unique everyone made good comments about it after seeing it  
4,"Good at this price range.  Update after 1 year: Its working perfectly fine, over an year. But its more prone to scratches and the backside steel coating is not good enough to fight with sweat.  You have to adjust the time at least once in 3 days get accurate time. The spring could hold the energy for 1.5 days.  "
5,Awesome  
4,Packed like that it is used before  
5,"The watch is quite good in appearance , but it's Dial is bit big and it's looks good on the big wrist.  My wrist is also big , it's looking good on my hand. Now talking about built quality definitely I'll review after few days.  It's good deal to get an automatic watch in low price.  Thank fkrt & Benyar.  "
4,All things are good but leather is not upto the mark  
5,Very very very nice product  
5,Nice 👌👌👍👌👌😊☺️☺️  Good  
5,For all those who are looking for a budget Automatic watch... Benyar is the company you can opt for specially this model... elegant design and quality material used!  
5,Best automatic watch within this price. Power reserve good.  
5,Best automatic watch within this price. Power reserve good.  
5,Watch was quite good and shows accurate time as it has 28800 vph..Automatic winding works fine..premium watch with affordable price  
5,very nice product and design super  
3,This looks decent but it's build quality is ok.  This is like average product.........................  
4,Nice watch value for money 😐  
4,Good quality  
5,"Its good to wear for first automatic watch if u r buying ,work completely well all parts, wearable in rain not tried bathing  "
5,Watch is awesome and fit in hand  
5,Good product  
1,Not working after replacement period over...  
5,Great watch  
5,Using for last 1 week...it is a Premium looking watch i have ordered blue dial watch which looks Premium gives a very luxury feeling...strap is bit tight but justify with dial...overall great watch  
